id,banda_num,banda_nombre,angulo_incidencia,valor_promedio,valor_desvioest,fecha,UP,transecta,geomorfo,cobertura,tipo_humed,posicion,perimetro,area,per_area,y_cen,x_cen,sensor,tipo_sensor,tipo_escena,shp_file,img_file
97,1,VV,,0.014229679,0.018810658,28/09/2016,I2b,29,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
98,0,VH,,0.02847811,0.005832779,28/09/2016,I2b,30,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
98,1,VV,,0.11850649,0.02806978,28/09/2016,I2b,30,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
99,0,VH,,0.009064723,0.0019742083,28/09/2016,I2b,30,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
99,1,VV,,0.05933004,0.00869296,28/09/2016,I2b,30,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
100,0,VH,,0.002048873,0.0015854948,28/09/2016,I2b,30,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
100,1,VV,,0.009584907,0.012768173,28/09/2016,I2b,30,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
101,0,VH,,0.028516913,0.0069044465,28/09/2016,I2b,31,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
101,1,VV,,0.12477563,0.029639408,28/09/2016,I2b,31,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
102,0,VH,,0.016257204,0.008999482,28/09/2016,I2b,31,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
102,1,VV,,0.102175005,0.053318128,28/09/2016,I2b,31,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
103,0,VH,,0.0065414333,0.0073883845,28/09/2016,I2b,31,Bajo,Laguna-agua,Laguna_de_bajo,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
103,1,VV,,0.032268602,0.038708623,28/09/2016,I2b,31,Bajo,Laguna-agua,Laguna_de_bajo,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
104,0,VH,,0.04145173,0.01692027,28/09/2016,I2b,32,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
104,1,VV,,0.13974895,0.058465146,28/09/2016,I2b,32,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
105,0,VH,,0.012373506,0.0064412258,28/09/2016,I2b,32,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
105,1,VV,,0.09678095,0.04300904,28/09/2016,I2b,32,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
106,0,VH,,0.0009999229,0.0007635867,28/09/2016,I2b,32,Bajo,Laguna-agua,Laguna_de_bajo,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
106,1,VV,,0.004837178,0.0023654592,28/09/2016,I2b,32,Bajo,Laguna-agua,Laguna_de_bajo,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
107,0,VH,,0.032335494,0.013612201,28/09/2016,I2b,33,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
107,1,VV,,0.105045915,0.024132127,28/09/2016,I2b,33,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
108,0,VH,,0.014145109,0.0054488927,28/09/2016,I2b,33,Media_loma,Herbacea,Media_lomas_y_bajos_con_mosaico_de_herbaceas,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
108,1,VV,,0.054394826,0.014986023,28/09/2016,I2b,33,Media_loma,Herbacea,Media_lomas_y_bajos_con_mosaico_de_herbaceas,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
109,0,VH,,0.0011482642,0.00061341,28/09/2016,I2b,33,Bajo,Laguna-agua,Laguna_de_bajo,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
109,1,VV,,0.0062626954,0.0019830794,28/09/2016,I2b,33,Bajo,Laguna-agua,Laguna_de_bajo,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
110,0,VH,,0.0010676672,0.0007600866,28/09/2016,I2b,33,Bajo,Laguna-agua,Laguna_de_bajo,5,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
110,1,VV,,0.004966212,0.0021859827,28/09/2016,I2b,33,Bajo,Laguna-agua,Laguna_de_bajo,5,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
111,0,VH,,0.03415278,0.010485258,28/09/2016,I2b,34,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
111,1,VV,,0.11404304,0.028538838,28/09/2016,I2b,34,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
112,0,VH,,0.019059904,0.0070554134,28/09/2016,I2b,34,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
112,1,VV,,0.10871896,0.024460971,28/09/2016,I2b,34,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
113,0,VH,,0.0015877881,0.0007750646,28/09/2016,I2b,34,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
113,1,VV,,0.011912151,0.01392729,28/09/2016,I2b,34,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
114,0,VH,,0.038673468,0.0113429455,28/09/2016,I2b,35,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
114,1,VV,,0.1502749,0.044526316,28/09/2016,I2b,35,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
115,0,VH,,0.008778756,0.0041684047,28/09/2016,I2b,35,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
115,1,VV,,0.04943624,0.010756373,28/09/2016,I2b,35,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
116,0,VH,,0.0011671615,0.0006923185,28/09/2016,I2b,35,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
116,1,VV,,0.009948246,0.0024001312,28/09/2016,I2b,35,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
117,0,VH,,0.031849932,0.013713009,28/09/2016,I2b,36,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
117,1,VV,,0.10641007,0.02636892,28/09/2016,I2b,36,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
118,0,VH,,0.017788792,0.004872341,28/09/2016,I2b,36,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
118,1,VV,,0.08451165,0.051902015,28/09/2016,I2b,36,Espiras,Herbacea,Espiras_con_herbaceos,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
119,0,VH,,0.0037512986,0.0023024697,28/09/2016,I2b,36,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
119,1,VV,,0.023161987,0.0154895885,28/09/2016,I2b,36,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
120,0,VH,,0.031933796,0.013630735,28/09/2016,I2b,37,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
120,1,VV,,0.13798633,0.03942855,28/09/2016,I2b,37,Espiras,Bosque,Espiras_con_bosques,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
121,0,VH,,0.01456181,0.008517422,28/09/2016,I2b,37,Media_loma,Herbacea,Media_lomas_y_bajos_con_mosaico_de_herbaceas,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
121,1,VV,,0.074527055,0.04149046,28/09/2016,I2b,37,Media_loma,Herbacea,Media_lomas_y_bajos_con_mosaico_de_herbaceas,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
122,0,VH,,0.00123147,0.0011090949,28/09/2016,I2b,37,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
122,1,VV,,0.00645396,0.009555345,28/09/2016,I2b,37,Bajo,Laguna-agua,Laguna_interespiras,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20160928T092137_20160928T092202_002267_003D17_DA37_Orb_NR_Cal_Spk_EC.tif
11,0,VH,,0.032401342,0.013660229,10/10/2016,I2b,96,Albardon,Bosque,Albarones_y_derrames_con_bosque,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20161010T092137_20161010T092202_002442_0041F7_EC2B_Orb_NR_Cal_Spk_EC.tif
11,1,VV,,0.10094631,0.029500118,10/10/2016,I2b,96,Albardon,Bosque,Albarones_y_derrames_con_bosque,1,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20161010T092137_20161010T092202_002442_0041F7_EC2B_Orb_NR_Cal_Spk_EC.tif
12,0,VH,,0.008778328,0.0037780406,10/10/2016,I2b,96,Media_loma,Herbacea-arbustiva,Media_lomas_y_bajos_con_mosaico_de_herbaceas,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20161010T092137_20161010T092202_002442_0041F7_EC2B_Orb_NR_Cal_Spk_EC.tif
12,1,VV,,0.058993407,0.017717019,10/10/2016,I2b,96,Media_loma,Herbacea-arbustiva,Media_lomas_y_bajos_con_mosaico_de_herbaceas,2,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20161010T092137_20161010T092202_002442_0041F7_EC2B_Orb_NR_Cal_Spk_EC.tif
13,0,VH,,0.0010803719,0.0007888389,10/10/2016,I2b,96,Bajo,Laguna-agua,Laguna_de_bajo,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20161010T092137_20161010T092202_002442_0041F7_EC2B_Orb_NR_Cal_Spk_EC.tif
13,1,VV,,0.0049431426,0.002139192,10/10/2016,I2b,96,Bajo,Laguna-agua,Laguna_de_bajo,4,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20161010T092137_20161010T092202_002442_0041F7_EC2B_Orb_NR_Cal_Spk_EC.tif
14,0,VH,,0.0009826546,0.0006618063,10/10/2016,I2b,96,Bajo,Laguna-agua,Laguna_de_bajo,5,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20161010T092137_20161010T092202_002442_0041F7_EC2B_Orb_NR_Cal_Spk_EC.tif
14,1,VV,,0.0066339257,0.002187104,10/10/2016,I2b,96,Bajo,Laguna-agua,Laguna_de_bajo,5,,,,,,SENTINEL1,SAR,"GRD
",gdrive/MyDrive/ROIs_prueba2/Join/Poligonos_transectas_UPI2b_EPSG4326_20220429.shp,gdrive/MyDrive/Raster/SAR/Sentinel1/GRD/Subset_S1B_IW_GRDH_1SDV_20161010T092137_20161010T092202_002442_0041F7_EC2B_Orb_NR_Cal_Spk_EC.tif
